,Unnamed: 0,date,image_url,news_url,sentiment,source_name,text,tickers,title,topics,type
2490,2490,"Mon, 03 Feb 2020 11:55:17 -0500",https://cdn.snapi.dev/images/v1/s/f/1379.jpg,https://www.geekwire.com/2020/microsofts-slack-competitor-teams-due-expired-authentication-certificate/,Negative,GeekWire,"Microsoft Teams went down early Monday morning, gumming up the start of the week for millions of workers who rely on the tech giant’s chat and collaboration tool.",['MSFT'],Microsoft’s Slack competitor Teams is down due to an expired authentication certificate,[],Article
2491,2491,"Mon, 03 Feb 2020 11:40:51 -0500",https://cdn.snapi.dev/images/v1/1/0/105940458-1559231679482img-5187.jpg,https://www.cnbc.com/2020/02/03/goldman-says-to-keep-buying-the-big-five-tech-stocks-because-this-isnt-2000.html,Positive,CNBC,"""Lower growth expectations, lower valuations, and a greater re-investment ratio"" mean the concentration could be sustained,"" Goldman says.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']",Goldman says to keep buying the big five tech stocks because this isn't 2000,[],Article
2492,2492,"Mon, 03 Feb 2020 11:01:43 -0500",https://cdn.snapi.dev/images/v1/8/w/fdnew-960x640-768x512.jpg,https://www.cnbc.com/2020/02/03/amazon-stock-at-trillion-dollar-market-cap-milestone.html,Positive,CNBC,"Amazon has entered an extremely exclusive Wall Street club. Traders aren't buying into its trillion-dollar story, though.",['MSFT'],"As Amazon sits at trillion-dollar milestone, traders bet on different mega-cap tech stock",[],Article
2493,2493,"Mon, 03 Feb 2020 10:37:00 -0500",https://cdn.snapi.dev/images/v1/k/n/software21.jpg,https://www.zacks.com/stock/news/746917/market-waits-for-major-economic-and-earnings-data,Neutral,Zacks Investment Research,Market Waits for Major Economic and Earnings Data.,"['ADP', 'GOOGL', 'MSFT']",Market Waits for Major Economic and Earnings Data,['earnings'],Article
2494,2494,"Mon, 03 Feb 2020 10:25:00 -0500",https://cdn.snapi.dev/images/v1/6/i/software24.jpg,https://www.zacks.com/stock/news/746903/manufacturing-jobs-google-q4-data-on-deck,Neutral,Zacks Investment Research,"There is a big week on tap for market participants, from key economic data to the busiest week yet of Q4 earnings season.","['ADP', 'GOOGL', 'MSFT']","Manufacturing, Jobs, Google Q4 Data On Deck",['earnings'],Article
2495,2495,"Mon, 03 Feb 2020 10:01:00 -0500",https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5518482flaptop-computer-coffee-mug-and-phone-sitting-on-desk-with-sunrise-in-background-morning-1jpgw700opresize.jpg,https://www.cnet.com/news/coronavirus-affecting-tech-firms-as-outbreak-spreads/,Negative,CNET,Some of the world's biggest companies have limited travel and closed stores and offices because of the new disease.,"['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'TSLA']",Coronavirus affecting tech firms as outbreak spreads,[],Article
2496,2496,"Mon, 03 Feb 2020 07:56:00 -0500",https://cdn.snapi.dev/images/v1/j/j/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5292312fgettyimages-1153657433jpgw700opresize-3.jpg,https://www.zacks.com/stock/news/746564/4-top-notch-stocks-that-defied-coronavirus-fears-in-january,Neutral,Zacks Investment Research,We have highlighted stocks that defied the slump in January. It's mostly because such stocks have established business models and are fundamentally strong enough to hedge against such downturns.,"['AAPL', 'MSFT', 'NFLX', 'GOOG', 'GOOGL']",4 Top-Notch Stocks That Defied Coronavirus Fears in January,[],Article
2497,2497,"Sat, 01 Feb 2020 17:00:00 -0500",https://cdn.snapi.dev/images/v1/7/f/podc8.jpg,https://www.fool.com/investing/2020/02/01/3-big-stocks-3-big-reports.aspx,Neutral,The Motley Fool,"Microsoft, Facebook, and Tesla all came out with some impressive reports today.","['FB', 'MSFT', 'TSLA']","3 Big Stocks, 3 Big Reports",['podcast'],Article
2498,2498,"Sat, 01 Feb 2020 12:19:00 -0500",https://cdn.snapi.dev/images/v1/3/n/stockstobuymsn-4.jpg,https://www.fool.com/investing/2020/02/01/2-top-dividend-stocks-for-a-better-retirement.aspx,Positive,The Motley Fool,These reliable cash generators can help ensure that you don’t run out of money in your golden years.,"['MSFT', 'SBUX']",2  Top Dividend Stocks for a Better Retirement,['dividend'],Article
2499,2499,"Sat, 01 Feb 2020 09:00:00 -0500",https://cdn.snapi.dev/images/v1/m/s/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5553192fgettyimages-949947128jpgw700opresize.jpg,https://www.fool.com/investing/2020/02/01/why-is-microsoft-investing-in-adaptive-biotechnolo.aspx,Positive,The Motley Fool,The two companies hope to decode the human immune system.,"['ADPT', 'MSFT']",Why Is Microsoft Investing in Adaptive Biotechnologies?,[],Article
2500,2500,"Fri, 31 Jan 2020 16:22:00 -0500",https://cdn.snapi.dev/images/v1/r/h/apple-starbucks-face-different-challenges-in-coronavirus-outbreak.jpg,https://www.zacks.com/commentary/743239/impressive-tech-sector-earnings,Positive,Zacks Investment Research,Impressive Tech Sector Earnings,"['AAPL', 'GOOGL', 'INTC', 'MSFT', 'QCOM', 'SPOT', 'TWTR']",Impressive Tech Sector Earnings,['earnings'],Article
2501,2501,"Fri, 31 Jan 2020 14:47:00 -0500",https://cdn.snapi.dev/images/v1/3/0/0101ee.jpg,https://www.zacks.com/stock/news/743156/3-blue-chip-tech-stocks-to-buy-amid-coronavirus-based-market-uncertainty,Positive,Zacks Investment Research,Let's look at three blue-chip tech stocks that we found with our Zacks Stock Screener that investors might want to buy amid coronavirus worries.,"['AAPL', 'INTC', 'MSFT']",3 Blue-Chip Tech Stocks to Buy Amid Coronavirus-Based Market Uncertainty,[],Article
2502,2502,"Fri, 31 Jan 2020 12:54:32 -0500",https://cdn.snapi.dev/images/v1/8/i/cahs82-1.jpg,https://investorplace.com/2020/01/7-large-cap-stocks-to-buy-for-insulation-from-volatility/,Positive,InvestorPlace,Recent market volatility on the back of coronavirus fears makes this a good time stock up on quality stocks with long-term stability.,"['CMG', 'FNV', 'HEI', 'HEI-A', 'LDOS', 'MSFT', 'NEE', 'PHG']",7 Large-Cap Stocks to Buy For Insulation From Volatility,[],Article
2503,2503,"Fri, 31 Jan 2020 11:37:07 -0500",https://cdn.snapi.dev/images/v1/m/i/microsoft-768x576-2.jpg,https://www.geekwire.com/2020/microsoft-surpasses-150000-employees-1st-time-hiring-surges-outside-seattle-area-hq/,Positive,GeekWire,"For the first time in its 44-year history, Microsoft’s employee count surpassed 150,000 people, the latest sign of the tech giant’s continued resurgence.",['MSFT'],"Microsoft surpasses 150,000 employees for 1st time as hiring surges outside Seattle-area HQ",[],Article
2504,2504,"Fri, 31 Jan 2020 08:25:45 -0500",https://cdn.snapi.dev/images/v1/l/s/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5310162fmicrosoft-campusjpgw700opresize.jpg,https://www.gurufocus.com/news/1025078/another-stellar-quarter-for-microsoft,Positive,GuruFocus,"On Thursday, Jan. 30, Microsoft Corp. (NASDAQ:MSFT) reported financial results for its second quarter of fiscal 2020.",['MSFT'],Another Stellar Quarter for Microsoft,['earnings'],Article
2505,2505,"Thu, 30 Jan 2020 21:01:39 -0500",https://cdn.snapi.dev/images/v1/x/b/xb1pngw527.jpg,https://techcrunch.com/2020/01/30/microsoft-will-now-pay-up-to-20k-for-xbox-live-security-exploits/,Neutral,TechCrunch,Think you’ve found a glaring security hole in Xbox Live? Microsoft is interested.,['MSFT'],Microsoft will now pay up to $20k for Xbox Live security exploits,['product'],Article
2506,2506,"Thu, 30 Jan 2020 15:53:44 -0500",https://cdn.snapi.dev/images/v1/w/b/etf36.jpg,https://investorplace.com/2020/01/4-top-stock-trades-for-friday-msft-mo-pypl-ko/,Positive,InvestorPlace,"Microsoft, Altria, Coca-Cola and PayPal were our top stock trades for Friday. That said, here's what the charts look like now.","['KO', 'MO', 'MSFT', 'PYPL']","4 Top Stock Trades for Friday: MSFT, MO, PYPL, KO",[],Article
2507,2507,"Thu, 30 Jan 2020 14:30:44 -0500",https://cdn.snapi.dev/images/v1/a/3/423.jpg,https://www.marketwatch.com/story/microsoft-is-pulling-away-from-competitors-as-a-banner-quarter-shows-2020-01-30,Positive,Market Watch,Microsoft’s earnings report Wednesday proved that its slow-and-steady focus on enterprise cloud services is paying off.,['MSFT'],"Microsoft is pulling away from competitors, as a banner quarter shows",['earnings'],Article
2508,2508,"Thu, 30 Jan 2020 13:51:13 -0500",https://cdn.snapi.dev/images/v1/m/q/bulls-find-opportunity-in-financials-and-big-tech.jpg,https://www.youtube.com/watch?v=liqvJHyOa20,Positive,CNBC Television,"""Halftime Report"" trader Pete Najarian spots unusual options activity in shares of Charles Schwab and Microsoft.","['MSFT', 'SCHW']",Bulls find opportunity in Financials and Big Tech,[],Video
2509,2509,"Thu, 30 Jan 2020 12:13:32 -0500",https://cdn.snapi.dev/images/v1/9/y/microsoft-shares-reach-record-highs-after-posting-strong-quarter.jpg,https://www.youtube.com/watch?v=CCeaK8mKSbs,Positive,CNBC Television,CNBC's Jon Fortt takes a look at Microsoft's move in the market after posting a strong quarter.,['MSFT'],Microsoft shares reach record highs after posting strong quarter,['earnings'],Video
2510,2510,"Thu, 30 Jan 2020 11:20:08 -0500",https://cdn.snapi.dev/images/v1/0/o/105833497-1554397047056gettyimages-961835718530x298.jpeg,https://www.benzinga.com/analyst-ratings/analyst-color/20/01/15218488/microsoft-analysts-see-20-upside-following-across-the-board-q2-beat,Positive,Benzinga,"Microsoft Corporation (NASDAQ: MSFT) reported stellar fiscal-year second-quarter results, sending shares higher.",['MSFT'],Microsoft Analysts See 20% Upside Following Across-The-Board Q2 Beat,['earnings'],Article
2511,2511,"Thu, 30 Jan 2020 11:18:24 -0500",https://cdn.snapi.dev/images/v1/t/6/104726953-microsoft-satya-nadella-2-high-res530x298.jpg,https://www.marketwatch.com/story/microsoft-stock-rallies-amid-chorus-of-earnings-praise-what-more-could-you-want-2020-01-30,Positive,Market Watch,Thursday brought more praise for a near-universal favorite among Wall Street analysts.,['MSFT'],The Ratings Game: Microsoft stock rallies amid chorus of earnings praise: ‘What more could you want?’,['earnings'],Article
2512,2512,"Thu, 30 Jan 2020 10:48:28 -0500",https://cdn.snapi.dev/images/v1/t/c/culture-is-the-most-surprising-reason-microsoft-stock-will-keep-rising.jpg,https://www.forbes.com/sites/petercohan/2020/01/30/culture-is-the-most-surprising-reason-microsoft-stock-will-keep-rising/,Positive,Forbes,Microsoft just beat and raised. And its ability to keep doing that each quarter springs from CEO Satya Nadella's cultural revolution.,['MSFT'],Culture Is The Most Surprising Reason Microsoft Stock Will Keep Rising,[],Article
2513,2513,"Thu, 30 Jan 2020 10:06:28 -0500",https://cdn.snapi.dev/images/v1/v/2/mi8-2.jpg,https://seekingalpha.com/article/4320126-microsoft-too-good-to-be-true-change-thesis,Positive,Seeking Alpha,Microsoft: Too Good To Be True (Change My Thesis),['MSFT'],Microsoft: Too Good To Be True (Change My Thesis),[],Article
2514,2514,"Thu, 30 Jan 2020 09:55:42 -0500",https://cdn.snapi.dev/images/v1/z/b/mcr23.jpg,https://investorplace.com/2020/01/5-reasons-to-buy-microsoft-stock/,Positive,InvestorPlace,"Microsoft doesn't enjoy the lofty valuations of many of its high-growth tech stock peers. However, even at a $1 trillion valuation, Microsoft has plenty of growth drivers that could generate long-term returns for investors.",['MSFT'],5 Reasons to Buy Microsoft Stock,[],Article
2515,2515,"Thu, 30 Jan 2020 09:55:06 -0500",https://cdn.snapi.dev/images/v1/d/j/fdnew-960x640-768x512.jpg,https://www.investors.com/news/technology/microsoft-stock-spikes-december-quarter-earnings-beat/,Positive,Investors Business Daily,Software giant Microsoft saw its shares surge on Thursday after the company delivered better-than-expected December-quarter earnings. Microsoft stock notched an all-time high on the news.,['MSFT'],Microsoft Spikes To Record High On December-Quarter Earnings Beat,['earnings'],Article
2516,2516,"Thu, 30 Jan 2020 09:50:00 -0500",https://cdn.snapi.dev/images/v1/o/w/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5553222fgettyimages-1056281018jpgw700opresize.jpg,https://www.fool.com/investing/2020/01/30/microsoft-isnt-nearly-as-expensive-as-you-think.aspx,Positive,The Motley Fool,"The company crushed earnings, and its lofty valuation is more than justified.",['MSFT'],Microsoft Isn't Nearly as Expensive as You Think,[],Article
2517,2517,"Thu, 30 Jan 2020 09:43:42 -0500",https://cdn.snapi.dev/images/v1/z/n/mic22.jpg,https://www.investopedia.com/microsoft-stock-at-all-time-high-after-strong-quarter-4783544,Positive,Investopedia,Microsoft stock is trading at an all-time high in Thursday's pre-market after the software giant beat top- and bottom-line expectations.,['MSFT'],Microsoft Stock at All-Time High After Strong Quarter,['earnings'],Article
2518,2518,"Thu, 30 Jan 2020 09:16:19 -0500",https://cdn.snapi.dev/images/v1/h/a/jefferies-brent-thill-and-rbcs-mark-mahaney-weigh-in-on-facebook-and-microsoft-earnings.jpg,https://www.youtube.com/watch?v=z5a_eeOHKiU,Neutral,CNBC Television,"Brent Thill, managing director and senior technology analyst at Jefferies, and Mark Mahaney, lead internet analyst at RBC Capital Markets, join ""Squawk Box"" to discuss the week's big earnings results.","['FB', 'MSFT']",Jefferies' Brent Thill and RBC's Mark Mahaney weigh in on Facebook and Microsoft earnings,['earnings'],Video
2519,2519,"Thu, 30 Jan 2020 09:03:00 -0500",https://cdn.snapi.dev/images/v1/u/y/micr2.jpg,https://www.zacks.com/stock/news/740531/microsoft-msft-q2-earnings-revenues-beat-estimates-up-y-y,Positive,Zacks Investment Research,Microsoft (MSFT) fiscal second-quarter results benefit from robust Commercial business and better-than-expected demand from customers for hybrid cloud offerings.,['MSFT'],"Microsoft (MSFT) Q2 Earnings & Revenues Beat Estimates, Up Y/Y",['earnings'],Article
2520,2520,"Thu, 30 Jan 2020 08:12:39 -0500",https://cdn.snapi.dev/images/v1/l/8/200114102433-microsoft-file-super-169.jpg,https://seekingalpha.com/article/4320099-microsoft-ascendant-great-story-gets-even-greater,Positive,Seeking Alpha,Microsoft Ascendant: A Great Story Gets Even Greater,['MSFT'],Microsoft Ascendant: A Great Story Gets Even Greater,[],Article
2521,2521,"Thu, 30 Jan 2020 07:27:38 -0500",https://cdn.snapi.dev/images/v1/c/f/msft-hq.jpg,https://investorplace.com/2020/01/trade-of-the-day-msft-stock-is-in-exhaustion-buying-mode/,Positive,InvestorPlace,"MSFT stock is in a rally very close to exhaustion buying that will stall the stock and/or lead to mean-reversion lower for a trade.
The post Trade of the Day: MSFT Stock Is in Exhaustion Buying Mode appeared first on InvestorPlace.",['MSFT'],Trade of the Day: MSFT Stock Is in Exhaustion Buying Mode,[],Article
2522,2522,"Thu, 30 Jan 2020 06:06:00 -0500",https://cdn.snapi.dev/images/v1/t/g/gettyimages-495504117-1jpgw599.jpg,https://www.fool.com/investing/2020/01/30/microsoft-stock-surges-to-a-new-all-time-high-as-c.aspx,Positive,The Motley Fool,The tech giant continues to play to its strengths and attract enterprise cloud users.,['MSFT'],Microsoft Stock Surges To a New All-Time High As Cloud Growth Accelerates,[],Article
2523,2523,"Wed, 29 Jan 2020 21:38:32 -0500",https://cdn.snapi.dev/images/v1/p/l/transcript16.jpg,https://seekingalpha.com/article/4320005-microsoft-corporation-msft-ceo-satya-nadella-on-q2-2020-results-earnings-call-transcript,Neutral,Seeking Alpha,Microsoft Corporation (MSFT) CEO Satya Nadella on Q2 2020 Results - Earnings Call Transcript,['MSFT'],Microsoft Corporation (MSFT) CEO Satya Nadella on Q2 2020 Results - Earnings Call Transcript,['CallScript'],Article
2524,2524,"Wed, 29 Jan 2020 19:13:25 -0500",https://cdn.snapi.dev/images/v1/h/e/helloworld-768x522.jpg,https://www.geekwire.com/2020/amazon-microsoft-restrict-employee-travel-china-tech-giants-react-spread-coronavirus/,Neutral,GeekWire,"Amazon, Microsoft and other tech giants are restricting employee travel to and from China in the wake of concern over the spread of the coronavirus, which has killed more than 130 people and infected 6,000.","['AMZN', 'MSFT']",Amazon and Microsoft restrict employee travel to China as tech giants react to spread of coronavirus,[],Article
2525,2525,"Wed, 29 Jan 2020 18:21:41 -0500",https://cdn.snapi.dev/images/v1/s/e/sese22-1.jpg,https://www.geekwire.com/2020/proposed-tax-seeks-121m-year-amazon-microsoft-big-seattle-area-companies-address-homelessness/,Neutral,GeekWire,"Washington state lawmakers are considering a new regional tax that would raise an estimated $121 million a year from some of the Seattle area’s biggest employers, including tech giants Microsoft and Amazon, to fund programs to alleviate homelessness.","['AMZN', 'MSFT']","Proposed tax seeks $121M a year from Amazon, Microsoft and other big Seattle-area companies to address homelessness",[],Article
2526,2526,"Wed, 29 Jan 2020 17:57:46 -0500",https://cdn.snapi.dev/images/v1/r/u/microsoft-hits-all-time-high-after-earnings-beat.jpg,https://www.youtube.com/watch?v=iKaNjHAU7VY,Positive,CNBC Television,CNBC's Josh Lipton on Microsoft earnings and the stock reaction.,['MSFT'],Microsoft hits all-time high after earnings beat,['earnings'],Video
2527,2527,"Wed, 29 Jan 2020 17:57:18 -0500",https://cdn.snapi.dev/images/v1/2/r/105820487-1553804775384gettyimages-1127719626.jpeg,https://www.cnn.com/2020/01/29/tech/microsoft-azure-earnings/index.html,Positive,CNN Business,"Microsoft reported better-than-expected earnings and revenue for the three months ending in December, easily beating analysts' estimates and sending its stock up 3% in after-hours trading Wednesday.",['MSFT'],Microsoft earnings up as cloud business continues its expansion,['earnings'],Article
2528,2528,"Wed, 29 Jan 2020 17:25:06 -0500",https://cdn.snapi.dev/images/v1/w/s/mi233.jpg,https://www.zacks.com/stock/news/739453/microsoft-msft-beats-q2-earnings-and-revenue-estimates,Positive,Zacks Investment Research,"Microsoft (MSFT) delivered earnings and revenue surprises of 14.39% and 3.40%, respectively, for the quarter ended December 2019. Do the numbers hold clues to what lies ahead for the stock?",['MSFT'],Microsoft (MSFT) Beats Q2 Earnings and Revenue Estimates,['earnings'],Article
2529,2529,"Wed, 29 Jan 2020 17:17:32 -0500",https://cdn.snapi.dev/images/v1/t/h/the-most-powerful-console-yet-or-768x432.jpg,https://www.geekwire.com/2020/xbox-revenue-falls-21-microsoft-gears-xbox-series-x-debut/,Neutral,GeekWire,Microsoft’s Xbox business took a hit in the most recent quarter as the company prepares to debut its new Xbox Series X console this holiday season.,['MSFT'],Xbox revenue falls 21% as Microsoft gears up for Xbox Series X debut,['earnings'],Article
2530,2530,"Wed, 29 Jan 2020 16:52:55 -0500",https://cdn.snapi.dev/images/v1/j/6/49528304-1534881499447168-origin.png,https://investorplace.com/2020/01/microsoft-earnings-boost-msft-stock-up/,Positive,InvestorPlace,"Microsoft (MSFT) earnings for the tech company's fiscal second quarter of 2019 have MSFT stock up Wednesday after beating estimates.
The post Microsoft Earnings: MSFT Stock Climbs 2% Higher on Q2 Beat appeared first on InvestorPlace.",['MSFT'],Microsoft Earnings: MSFT Stock Climbs 2% Higher on Q2 Beat,['earnings'],Article
2531,2531,"Wed, 29 Jan 2020 16:46:52 -0500",https://cdn.snapi.dev/images/v1/q/n/86.jpg,https://247wallst.com/technology-3/2020/01/29/why-microsoft-earnings-just-keep-rocking-along/,Positive,24/7 Wall Street,Microsoft Corp. (NASDAQ: MSFT) reported fiscal 2019 second-quarter results after markets closed Wednesday.,['MSFT'],Why Microsoft Earnings Just Keep Rocking Along,['earnings'],Article
2532,2532,"Wed, 29 Jan 2020 16:31:01 -0500",https://cdn.snapi.dev/images/v1/j/j/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5310162fmicrosoft-campusjpgw700opresize.jpg,https://www.investors.com/news/technology/microsoft-earnings-q2-2020-msft-stock/,Positive,Investors Business Daily,Software behemoth Microsoft late Wednesday crushed Wall Street's sales and earnings targets for its fiscal second quarter. The Microsoft earnings report sent MSFT stock up in late trades.,['MSFT'],"Microsoft Crushes Wall Street's Sales, Earnings Targets",['earnings'],Article
2533,2533,"Wed, 29 Jan 2020 16:23:05 -0500",https://cdn.snapi.dev/images/v1/m/i/microsoft-11.jpg,https://www.geekwire.com/2020/microsoft-revenue-rises-14-36-9b-profits-top-estimates-fueled-commercial-cloud-business/,Positive,GeekWire,Microsoft posted revenue of $36.,['MSFT'],"Microsoft revenue rises 14% to $36.9B; profits exceed estimates, fueled by cloud business",['earnings'],Article
2534,2534,"Wed, 29 Jan 2020 16:17:53 -0500",https://cdn.snapi.dev/images/v1/s/g/building-1011876-1920-29.jpg,https://techcrunch.com/2020/01/29/microsoft-shares-rise-after-it-beats-revenue-profit-expectations-azure-posts-62-growth/,Positive,TechCrunch,"Today Microsoft reported its fiscal 2020 second quarter (calendar Q4 2019) results, including revenue of $36.9 billion (up 14%), net income of $11.6 billion (up 38%), and diluted earnings per share of $1.51. Investors had expected the company to report profit of $1.32 per share, off revenue of $35.67 billion.",['MSFT'],"Microsoft shares rise after it beats revenue, profit expectations, Azure posts 62% growth",['earnings'],Article
2535,2535,"Wed, 29 Jan 2020 16:12:16 -0500",https://cdn.snapi.dev/images/v1/o/l/msft-hq.jpg,https://www.reuters.com/article/us-microsoft-results/microsoft-beats-second-quarter-revenue-estimates-idUSKBN1ZS2Z5,Positive,Reuters,"Microsoft Corp beat analysts' estimates for quarterly revenue on Wednesday, supported by another strong performance from its flagship cloud computing platform, Azure.",['MSFT'],Microsoft beats second-quarter revenue estimates,['earnings'],Article
2536,2536,"Wed, 29 Jan 2020 16:11:59 -0500",https://cdn.snapi.dev/images/v1/n/c/gettyimages-534093094.jpeg,https://www.benzinga.com/news/earnings/20/01/15212562/microsoft-reports-q2-earnings-beat,Positive,Benzinga,"Microsoft (NASDAQ: MSFT) reported second-quarter earnings of $1.51 per share on Wednesday afternoon, which beat the analyst consensus estimate of $1.32.",['MSFT'],Microsoft Reports Q2 Earnings Beat,['earnings'],Article
2537,2537,"Wed, 29 Jan 2020 16:09:46 -0500",https://cdn.snapi.dev/images/v1/t/y/105980282-1561070902049gettyimages-1127698888.jpeg,https://www.marketwatch.com/story/microsoft-rises-toward-more-records-after-azure-windows-7-refresh-produce-earnings-beat-2020-01-29,Positive,Market Watch,Microsoft Corp. shares gained in the extended session Wednesday after the death of Windows 7 and continued growth in cloud computing pushed the company to an earnings beat.,['MSFT'],"Microsoft rises toward more records after Azure, Windows 7 refresh produce earnings beat",['earnings'],Article
2538,2538,"Wed, 29 Jan 2020 15:32:43 -0500",https://cdn.snapi.dev/images/v1/u/s/mw-fq536-micros-20170718201757-zh.jpg,https://www.cnbc.com/2020/01/29/microsoft-msft-earnings-q2-2020.html,Neutral,CNBC,"Microsoft is positioned to benefit as companies migrate to its Windows 10 operating system, but analysts project slowing growth in the Azure cloud business.",['MSFT'],Microsoft set to report earnings after the bell.,['earnings'],Article
2539,2539,"Wed, 29 Jan 2020 13:16:13 -0500",https://cdn.snapi.dev/images/v1/a/a/mic3.jpg,https://www.geekwire.com/2020/microsoft-earnings-day-heres-watch-tech-giant-reports-latest-numbers/,Neutral,GeekWire,It’s that time of year again: Big tech earnings season.,['MSFT'],It’s Microsoft earnings day: Here’s what to watch as the tech giant reports its latest numbers,['earnings'],Article
2540,2540,"Wed, 29 Jan 2020 12:31:58 -0500",https://cdn.snapi.dev/images/v1/1/0/105109510-microsoft-ceo-satya-nadella530x298-3.jpg,https://techcrunch.com/2020/01/29/microsoft-takes-wraps-off-40m-ai-for-health-initiative/,Neutral,TechCrunch,"When the topics of Microsoft and global health overlap, one tends to think about the Gates Foundation, but the company itself is doing good work along these lines as well. The latest such effort is AI for Health, an $40M, five year outgrowth of Microsoft's AI for Good program that aims to help apply the benefits of AI with an eye to bettering the health of the less fortunate worldwide.",['MSFT'],Microsoft takes wraps off $40M ‘AI for Health’ initiative,[],Article
2541,2541,"Wed, 29 Jan 2020 12:30:18 -0500",https://cdn.snapi.dev/images/v1/1/8/1821-summit-20191008-dd-768x512-3.jpg,https://www.geekwire.com/2020/microsoft-launches-40m-initiative-solve-global-health-challenges-ai/,Positive,GeekWire,Microsoft launched a major health research initiative Wednesday to address some of the medical world’s most confounding challenges using artificial intelligence.,['MSFT'],Microsoft launches $40M initiative to solve global health challenges with AI,[],Article
2542,2542,"Wed, 29 Jan 2020 11:55:54 -0500",https://cdn.snapi.dev/images/v1/m/i/mic22-2.jpg,https://247wallst.com/technology-3/2020/01/29/can-a-greener-microsoft-keep-up-the-pace-with-q2-earnings-after-the-bell/,Neutral,24/7 Wall Street,Microsoft Corp. (NASDAQ: MSFT) is scheduled to release its most recent quarterly report after the markets close on Wednesday.,['MSFT'],Can a Greener Microsoft Keep Up the Pace?,[],Article
2543,2543,"Wed, 29 Jan 2020 10:30:00 -0500",https://cdn.snapi.dev/images/v1/x/l/dd23-6.jpg,https://www.fool.com/investing/2020/01/29/better-buy-microsoft-vs-oracle.aspx,Neutral,The Motley Fool,"Which of these technology titans is the compelling investment? Find out how each compares, and why one is the clear winner.","['ORCL', 'MSFT']",Better Buy:  Microsoft vs.  Oracle,[],Article
2544,2544,"Wed, 29 Jan 2020 09:52:35 -0500",https://cdn.snapi.dev/images/v1/e/x/104237133-gettyimages-626738998.jpg,https://investorplace.com/2020/01/microsoft-stock-isnt-cheap-but-investors-should-not-be-deterred/,Positive,InvestorPlace,"Obviously, that's not guaranteed to repeat for Microsoft stock, but the point is fundamentally sound companies with strong growth prospects can continue delivering for investors, regardless of heft. Even if Microsoft stock is looking somewhat richly valued (it is), long-term investors shouldn't be afraid to wade into the name here and now.",['MSFT'],Microsoft Stock Looks Like a Buy Ahead of Earnings,['earnings'],Article
2545,2545,"Tue, 28 Jan 2020 19:37:46 -0500",https://cdn.snapi.dev/images/v1/d/d/012-microsoft-surface-laptop-2.jpg,https://www.geekwire.com/2020/palestinian-activists-microsoft-employees-demand-company-cut-ties-anyvision-citing-civil-rights-violations/,Negative,GeekWire,"Activists are planning a demonstration at Microsoft’s Redmond, Wash.",['MSFT'],"Palestinian activists and Microsoft employees demand company cut ties with AnyVision, citing civil rights violations",[],Article
2546,2546,"Tue, 28 Jan 2020 14:41:54 -0500",https://cdn.snapi.dev/images/v1/d/a/106208340-1572296956035gettyimages-697919724.jpeg,https://www.fool.com/investing/2020/01/28/amazon-asks-court-pause-microsoft-pentagon-jedi.aspx,Negative,The Motley Fool,Amazon wants Microsoft to stop work on the Pentagon's $10 billion JEDI cloud computing contract until its lawsuit is settled.,"['AMZN', 'MSFT']",Amazon Asks Court to Pause Microsoft’s Pentagon Cloud Contract: Should Investors Be Worried?,[],Article
2547,2547,"Tue, 28 Jan 2020 11:45:00 -0500",https://cdn.snapi.dev/images/v1/e/t/20160404-envision-437-768x513.jpg,https://www.fool.com/investing/2020/01/28/will-microsofts-cloud-computing-juice-its-earnings.aspx,Neutral,The Motley Fool,"Azure has been a key contributor to the tech giant's recent growth, and that trend will likely continue.",['MSFT'],Will Microsoft's Cloud Computing Juice Its Earnings Results?,['earnings'],Article
2548,2548,"Tue, 28 Jan 2020 11:10:00 -0500",https://cdn.snapi.dev/images/v1/h/p/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5303442fmicrosoft-msftjpgw700opresize.jpg,https://www.zacks.com/stock/news/736815/what-lies-ahead-for-microsoft-etfs-this-earnings-season,Negative,Zacks Investment Research,"Being the world's largest software maker, it is worth taking a look at the company's fundamentals ahead of its results.",['MSFT'],What Lies Ahead for Microsoft ETFs This Earnings Season?,['earnings'],Article
2549,2549,"Tue, 28 Jan 2020 10:03:00 -0500",https://cdn.snapi.dev/images/v1/8/e/stoc92.jpg,https://www.zacks.com/stock/news/736684/tech-stocks-earnings-roster-for-jan-29-fb-now-msft-pypl,Neutral,Zacks Investment Research,"Here is a sneak peek into how Facebook, Microsoft, PayPal, and ServiceNow are poised ahead of their upcoming earnings releases on Jan 29.","['FB', 'IBM', 'INTC', 'MSFT', 'NOW', 'PYPL', 'TXN']","Tech Stocks' Earnings Roster for Jan 29: FB, NOW, MSFT, PYPL",['earnings'],Article
